amount_minor,payment_failure_count,successful_payment_count,retry_count,customer_tenure_days,historical_recovery_count,historical_recovery_success_count,payment_hour,payment_day_of_week,preferred_payment_method,failure_reason,ground_truth_prob,recovered
1593024,1,17,0,304,4,1,19,2,upi,card_expired,0.9056,1
1280021,5,19,2,276,3,3,1,1,card,gateway_error,0.4121,1
3732534,3,12,0,2,0,0,14,1,upi,gateway_error,0.95,1
215985,0,7,3,88,2,2,19,4,upi,temporary_gateway_issue,0.815,1
2870953,0,6,1,287,1,0,11,5,unknown,gateway_error,0.805,0
3824170,1,16,3,130,3,3,2,5,upi,card_expired,0.1944,0
4389989,5,14,2,78,1,0,9,5,card,insufficient_funds,0.1929,1
1743304,5,19,2,260,3,2,13,2,upi,checkout_abandoned,0.5621,1
4115223,5,14,2,241,4,0,21,6,upi,gateway_error,0.8429,1
597627,4,0,2,141,1,1,13,1,upi,temporary_gateway_issue,0.435,0
4239938,3,13,0,228,4,1,2,4,card,card_expired,0.4094,1
681068,5,4,1,163,2,2,0,5,card,timeout,0.6106,1
2016572,3,10,2,236,4,4,19,3,netbanking,gateway_error,0.7542,1
3996612,1,15,3,128,3,1,0,0,upi,insufficient_funds,0.2431,0
792091,5,1,2,200,2,2,1,2,upi,card_expired,0.05,0
1184794,1,7,1,31,1,1,18,5,wallet,gateway_error,0.9113,1
3625150,5,10,3,138,1,1,23,1,upi,card_expired,0.2983,1
3614180,0,17,3,21,3,0,9,0,upi,temporary_gateway_issue,0.665,1
3223680,2,2,3,234,0,0,3,4,upi,checkout_abandoned,0.14,0
3485044,1,0,0,202,0,0,3,5,netbanking,insufficient_funds,0.05,0
2736485,5,10,2,279,1,1,12,1,netbanking,gateway_error,0.5683,1
1296405,2,15,0,131,3,3,8,0,upi,insufficient_funds,0.5838,0
1761195,1,17,3,148,0,0,6,3,upi,unknown,0.3956,0
948908,4,15,0,29,4,1,15,2,card,card_expired,0.6013,1
4546830,5,9,0,361,1,1,17,4,wallet,temporary_gateway_issue,0.8,0
2937789,4,17,0,308,4,1,2,1,upi,insufficient_funds,0.3583,0
2034214,0,5,2,162,3,3,19,6,netbanking,insufficient_funds,0.435,0
2336928,5,18,3,357,4,2,19,3,upi,gateway_error,0.7389,1
4739052,0,3,3,340,0,0,9,2,upi,gateway_error,0.665,1
809089,2,12,2,61,0,0,23,2,upi,insufficient_funds,0.335,1
2951837,1,13,0,125,2,1,21,6,upi,insufficient_funds,0.75,1
2554148,3,2,0,71,1,0,15,3,upi,gateway_error,0.815,1
3076698,0,9,1,326,3,1,2,1,wallet,card_expired,0.355,0
139645,3,5,1,364,1,0,10,2,upi,insufficient_funds,0.3737,1
4367013,3,0,1,243,4,4,9,4,upi,temporary_gateway_issue,0.555,0
4663985,1,13,2,249,3,3,15,0,upi,gateway_error,0.76,1
2847409,2,7,3,221,3,0,7,4,netbanking,timeout,0.4872,0
3498421,1,18,1,21,0,0,8,5,wallet,timeout,0.7866,1
4616371,5,13,3,82,4,3,14,2,upi,timeout,0.5678,1
3550831,0,9,3,344,0,0,20,0,upi,gateway_error,0.815,0
805068,3,16,3,10,0,0,2,3,upi,insufficient_funds,0.05,0
2902627,1,8,2,12,2,0,3,0,upi,checkout_abandoned,0.3961,0
3053239,1,5,2,263,0,0,12,0,upi,temporary_gateway_issue,0.7267,1
2149446,1,10,2,145,1,1,11,6,card,gateway_error,0.6532,0
3695398,0,6,2,192,3,0,20,0,card,card_expired,0.585,0
4675116,2,16,1,250,0,0,8,2,card,gateway_error,0.7661,1
4631564,1,0,0,114,1,0,13,6,upi,temporary_gateway_issue,0.675,1
2281654,0,4,0,26,4,2,18,6,upi,gateway_error,0.95,1
610528,3,8,0,271,3,1,6,5,card,temporary_gateway_issue,0.8295,1
4924963,5,17,1,33,4,1,15,5,card,insufficient_funds,0.3255,1
4202545,4,1,0,62,1,0,21,6,upi,gateway_error,0.895,1
667080,0,10,1,229,4,1,19,6,netbanking,user_abandoned,0.805,1
4608167,4,5,1,303,4,3,4,1,upi,insufficient_funds,0.1494,0
4355986,1,7,1,95,4,0,9,5,upi,insufficient_funds,0.4612,0
2618248,1,3,0,35,0,0,17,2,upi,temporary_gateway_issue,0.9375,1
2976813,0,17,3,193,0,0,10,1,wallet,timeout,0.565,1
2025063,4,10,0,76,0,0,6,3,upi,insufficient_funds,0.525,0
321070,1,4,0,249,3,3,13,3,wallet,card_expired,0.605,1
1709226,3,14,2,83,1,1,19,3,upi,user_abandoned,0.7232,1
4024124,2,17,1,25,0,0,17,3,upi,timeout,0.8682,0
72928,2,1,3,57,4,2,10,3,card,insufficient_funds,0.05,0
1700820,1,10,2,32,4,0,21,4,upi,card_expired,0.6532,1
2020935,4,12,3,319,4,1,11,6,upi,insufficient_funds,0.1775,0
2710108,5,3,3,12,4,2,17,2,upi,gateway_error,0.4463,0
4603285,1,6,1,319,2,1,1,1,netbanking,gateway_error,0.555,0
1764412,5,10,0,333,3,0,22,3,card,checkout_abandoned,0.6583,1
1767418,5,3,1,92,1,0,0,4,upi,gateway_error,0.6863,0
3700631,4,14,1,1,1,1,22,5,upi,user_abandoned,0.6772,0
2288478,5,0,2,326,0,0,9,4,card,gateway_error,0.335,1
1161793,3,2,1,136,2,1,20,4,upi,insufficient_funds,0.445,1
2289575,4,13,0,196,1,0,0,2,upi,timeout,0.9426,1
747242,1,5,3,133,3,3,5,3,upi,gateway_error,0.4067,0
923115,3,17,1,86,4,4,6,4,card,card_expired,0.5025,0
2516920,0,0,3,295,0,0,16,6,upi,timeout,0.49,0
2123680,2,5,1,279,3,1,8,4,card,insufficient_funds,0.305,0
4578487,1,5,3,324,1,0,6,3,card,insufficient_funds,0.1067,0
1843849,1,15,1,180,2,2,16,2,wallet,gateway_error,0.7831,1
2923912,1,4,2,4,0,0,2,4,netbanking,insufficient_funds,0.05,0
3179708,3,16,3,126,1,0,15,1,upi,gateway_error,0.6097,0
114817,0,9,1,175,0,0,4,0,card,temporary_gateway_issue,0.605,1
3334509,4,17,1,251,1,1,19,5,wallet,checkout_abandoned,0.7383,1
931278,0,6,2,21,4,2,17,0,upi,insufficient_funds,0.385,0
4807298,3,2,2,105,2,0,0,0,upi,card_expired,0.325,1
785880,1,12,2,66,4,0,3,2,upi,insufficient_funds,0.1581,0
2102389,2,14,3,263,1,0,22,4,netbanking,gateway_error,0.5212,1
472480,1,19,3,49,3,3,10,0,upi,insufficient_funds,0.2475,0
4984527,4,18,2,16,4,3,19,0,upi,card_expired,0.6214,1
2535865,5,2,0,145,3,2,8,5,card,gateway_error,0.675,0
2997155,2,3,0,340,1,0,7,3,netbanking,user_abandoned,0.635,1
382028,1,4,1,250,2,2,7,6,upi,insufficient_funds,0.435,0
3762304,2,0,0,343,3,1,4,6,netbanking,gateway_error,0.375,0
1089032,5,3,1,354,1,0,11,4,netbanking,insufficient_funds,0.1863,0
4495368,0,11,3,75,3,1,0,4,upi,temporary_gateway_issue,0.665,0
1065441,3,9,3,290,4,4,14,5,card,temporary_gateway_issue,0.4775,0
993904,1,19,0,282,1,1,17,3,card,card_expired,0.6575,0
230920,4,12,3,66,4,1,5,4,wallet,user_abandoned,0.1275,0
2386731,0,13,2,125,0,0,9,6,card,card_expired,0.435,0
2845963,1,4,2,319,1,1,13,6,wallet,user_abandoned,0.465,1
375257,0,3,0,87,3,2,20,1,upi,checkout_abandoned,0.95,1
3888861,4,13,0,41,0,0,7,5,upi,checkout_abandoned,0.7926,0
2293779,1,9,1,186,4,3,2,2,upi,gateway_error,0.67,1
2645731,5,16,3,354,4,3,21,3,upi,insufficient_funds,0.3317,0
2231775,5,9,1,335,3,0,21,5,netbanking,gateway_error,0.83,0
2033777,4,6,1,266,0,0,18,0,upi,insufficient_funds,0.515,0
2820219,2,15,2,271,2,2,11,4,upi,checkout_abandoned,0.5938,0
818439,4,0,2,42,3,2,11,1,upi,gateway_error,0.435,1
950544,2,16,2,93,4,4,14,6,upi,timeout,0.7461,1
4315838,1,8,2,185,1,1,6,1,upi,timeout,0.7461,1
4733271,2,5,1,215,0,0,3,2,upi,gateway_error,0.605,1
1897881,1,18,2,17,2,0,20,5,netbanking,gateway_error,0.8166,1
1390186,1,12,3,265,1,0,8,1,upi,insufficient_funds,0.2381,0
3237797,3,2,2,114,0,0,21,5,card,gateway_error,0.625,1
2073234,1,6,2,292,3,0,15,4,card,insufficient_funds,0.235,0
175662,2,8,2,292,3,2,12,4,card,insufficient_funds,0.215,1
822955,3,4,0,48,0,0,3,6,upi,insufficient_funds,0.275,0
3594062,3,9,3,307,2,0,23,1,wallet,gateway_error,0.4775,1
3311673,1,16,3,97,0,0,8,4,card,insufficient_funds,0.1444,0
184125,4,11,1,95,1,0,20,5,upi,gateway_error,0.95,1
1148762,4,15,1,326,1,0,17,6,upi,user_abandoned,0.6813,1
1193820,5,2,2,74,3,3,14,4,upi,temporary_gateway_issue,0.535,0
3375869,3,8,0,336,0,0,14,6,netbanking,user_abandoned,0.6795,1
147567,1,14,1,68,3,1,5,0,card,card_expired,0.3317,0
565337,4,4,1,246,2,1,10,5,upi,card_expired,0.48,0
4009584,1,12,2,77,1,1,7,6,upi,temporary_gateway_issue,0.7581,0
933796,1,13,2,208,4,2,20,3,netbanking,gateway_error,0.81,1
3281093,3,19,1,254,4,0,16,4,netbanking,insufficient_funds,0.3573,1
1229004,5,14,1,221,0,0,23,4,card,gateway_error,0.7129,0
542234,3,15,3,262,0,0,16,5,card,checkout_abandoned,0.3567,1
1253702,0,12,0,331,4,2,23,2,netbanking,temporary_gateway_issue,0.925,1
3625221,4,16,3,344,0,0,17,3,card,unknown,0.245,0
4285697,4,7,1,259,1,1,3,6,upi,card_expired,0.3277,0
4159588,4,1,3,308,2,0,14,3,upi,gateway_error,0.385,0
2016058,2,4,3,74,2,0,1,6,netbanking,timeout,0.2483,0
3357021,1,5,1,125,3,1,1,3,upi,temporary_gateway_issue,0.6467,1
1064672,3,11,2,188,1,1,9,1,upi,gateway_error,0.71,1
1501081,4,17,1,254,0,0,2,0,netbanking,temporary_gateway_issue,0.5383,0
4486862,0,0,2,321,0,0,7,0,card,checkout_abandoned,0.36,0
114359,4,16,1,308,3,1,19,2,netbanking,insufficient_funds,0.485,1
473267,5,10,1,235,3,2,6,3,upi,timeout,0.7883,1
1079036,1,9,1,250,0,0,11,3,wallet,temporary_gateway_issue,0.77,1
181334,1,18,0,332,0,0,18,4,upi,insufficient_funds,0.7566,0
948105,3,13,2,345,1,0,14,6,card,temporary_gateway_issue,0.6194,1
2936055,2,9,0,72,3,1,13,5,upi,temporary_gateway_issue,0.95,1
2136051,3,14,1,235,1,1,15,1,upi,gateway_error,0.8432,1
4468724,4,18,3,324,0,0,13,1,upi,insufficient_funds,0.2014,0
4096345,5,3,0,156,4,4,2,2,card,timeout,0.5063,0
1741995,0,1,2,115,4,4,17,0,upi,gateway_error,0.785,1
1334145,3,8,1,313,0,0,21,3,card,unknown,0.6095,1
1929477,2,9,0,228,3,2,5,5,upi,gateway_error,0.7614,0
2971959,3,10,3,322,4,0,16,2,upi,insufficient_funds,0.1842,0
1376915,1,13,0,346,3,1,22,6,card,gateway_error,0.9,1
3139537,4,6,2,245,4,1,13,1,wallet,gateway_error,0.545,0
2076587,4,14,0,306,3,3,13,1,upi,checkout_abandoned,0.7972,1
2782633,4,18,3,14,4,0,19,1,card,user_abandoned,0.5014,0
2208826,4,14,3,16,3,0,12,3,wallet,timeout,0.4872,1
1507605,4,7,2,42,1,0,2,3,card,user_abandoned,0.2077,0
4744843,4,10,3,110,3,1,12,3,card,user_abandoned,0.315,0
3829848,0,8,1,278,1,1,23,4,upi,timeout,0.905,1
743560,2,14,3,324,1,1,1,0,upi,user_abandoned,0.2712,0
4348916,4,0,1,19,0,0,8,6,upi,temporary_gateway_issue,0.555,1
2462784,2,0,0,66,1,0,12,1,upi,insufficient_funds,0.275,1
4478033,5,18,1,167,2,0,7,1,netbanking,card_expired,0.4789,0
4009283,4,2,1,73,1,1,15,4,upi,gateway_error,0.6717,0
2154806,3,9,0,310,3,0,23,1,upi,user_abandoned,0.7875,1
161223,4,7,3,112,1,1,2,6,wallet,gateway_error,0.2377,0
1379952,1,14,1,274,3,3,12,1,card,user_abandoned,0.6317,1
2731089,0,9,3,85,3,1,3,3,wallet,temporary_gateway_issue,0.365,1
3185717,3,0,0,139,2,0,17,3,card,temporary_gateway_issue,0.575,0
1326544,3,17,2,39,1,0,1,0,upi,gateway_error,0.5325,1
739812,1,1,3,105,1,0,19,6,card,user_abandoned,0.39,0
4182904,4,18,3,324,4,4,21,6,card,gateway_error,0.6514,1
4922790,0,12,2,281,4,2,20,1,upi,timeout,0.935,1
2652166,3,0,2,123,0,0,14,2,upi,timeout,0.435,1
899812,0,1,0,218,3,3,16,1,upi,temporary_gateway_issue,0.95,1
1397921,3,15,3,61,2,2,9,1,card,unknown,0.2567,0
141033,4,14,3,100,4,2,0,0,upi,gateway_error,0.5872,1
4575779,5,12,0,307,1,0,5,2,card,timeout,0.6221,1
632867,3,15,3,354,0,0,2,1,upi,insufficient_funds,0.05,0
2903756,5,16,1,204,2,1,18,5,upi,gateway_error,0.95,1
1406573,3,6,1,258,1,0,6,5,upi,gateway_error,0.7883,1
2793181,2,16,1,5,1,1,12,6,upi,card_expired,0.6161,0
3274530,4,6,3,197,3,2,12,6,upi,checkout_abandoned,0.375,1
4157221,1,12,1,180,3,0,16,2,upi,gateway_error,0.8781,1
1071785,5,4,1,342,4,1,0,5,upi,gateway_error,0.7106,1
104429,1,16,0,133,4,1,13,3,wallet,unknown,0.6544,1
727583,4,2,0,324,1,0,2,3,card,gateway_error,0.4917,0
4505092,1,6,2,253,1,1,13,2,card,insufficient_funds,0.235,1
4375755,4,16,2,265,4,3,23,1,wallet,insufficient_funds,0.215,0
3007194,1,6,2,93,4,1,0,6,wallet,temporary_gateway_issue,0.635,1
3022558,5,0,2,150,1,1,15,2,netbanking,timeout,0.335,0
3341931,2,16,0,138,2,2,9,5,upi,checkout_abandoned,0.8361,0
918087,1,16,0,208,1,0,12,2,card,insufficient_funds,0.5044,0
4576339,5,10,0,125,2,1,3,5,netbanking,card_expired,0.3583,0
2122914,3,2,1,234,2,1,8,6,netbanking,timeout,0.595,0
1946535,4,14,1,61,1,1,13,3,card,insufficient_funds,0.3272,0
2618642,0,10,2,307,0,0,3,2,upi,gateway_error,0.585,1
282481,0,15,1,266,4,2,9,6,wallet,card_expired,0.555,1
873102,4,8,3,134,3,0,7,6,upi,temporary_gateway_issue,0.5483,0
3703266,2,0,0,318,1,1,22,4,upi,gateway_error,0.675,0
459853,1,15,2,113,2,1,2,5,upi,checkout_abandoned,0.4131,0
3035602,2,8,2,191,1,1,22,4,upi,card_expired,0.465,1
1264478,0,18,3,187,4,2,6,3,upi,unknown,0.415,0
1977013,5,11,1,319,2,0,9,6,upi,temporary_gateway_issue,0.7956,0
1479033,4,18,2,89,3,0,2,6,unknown,user_abandoned,0.2714,0
1810579,4,8,1,187,3,0,1,1,upi,timeout,0.5883,0
3609277,2,6,1,307,3,0,14,5,card,unknown,0.4675,0
1520752,5,13,3,132,0,0,8,1,netbanking,checkout_abandoned,0.3178,0
2853702,2,18,2,360,2,2,14,3,card,unknown,0.4,0
2406449,1,18,1,123,2,1,16,1,upi,unknown,0.6366,0
3335172,3,1,1,48,0,0,6,6,card,gateway_error,0.5425,1
4687307,5,8,3,288,2,1,19,5,upi,card_expired,0.4304,1
3676231,3,12,3,179,0,0,17,0,upi,temporary_gateway_issue,0.595,0
1113954,1,14,1,180,1,0,14,5,card,card_expired,0.5317,0
204356,3,2,3,99,4,4,17,5,wallet,unknown,0.105,0
1348207,0,10,1,330,3,0,23,4,card,gateway_error,0.805,0
2995635,3,13,2,34,0,0,22,0,upi,insufficient_funds,0.3194,1
304557,1,7,0,70,0,0,11,0,upi,card_expired,0.7312,0
2507012,3,17,3,171,0,0,22,0,upi,temporary_gateway_issue,0.6125,1
3004372,4,18,0,272,1,1,20,5,card,gateway_error,0.95,1
1704507,2,15,1,59,0,0,7,3,upi,gateway_error,0.8638,1
3866015,0,1,1,181,4,3,1,0,netbanking,gateway_error,0.605,1
577661,4,7,1,19,4,1,1,2,upi,timeout,0.5777,0
421932,4,5,0,226,3,1,4,1,upi,insufficient_funds,0.2694,1
3654534,1,11,1,95,1,0,0,3,upi,gateway_error,0.8758,1
2502682,2,14,3,297,4,3,21,2,upi,unknown,0.5212,1
3457591,2,7,2,81,2,2,3,5,card,timeout,0.4072,1
2202395,5,3,2,175,2,1,5,5,wallet,insufficient_funds,0.05,0
1269690,0,14,3,222,2,1,22,2,upi,temporary_gateway_issue,0.665,1
4104556,1,19,2,103,0,0,12,4,upi,timeout,0.7675,1
4007108,0,16,0,54,0,0,18,4,unknown,temporary_gateway_issue,0.95,1
3488747,5,12,1,183,2,0,10,2,card,card_expired,0.4521,0
1397118,3,17,1,351,3,2,12,4,wallet,timeout,0.7525,1
2971641,4,1,1,318,3,0,7,1,upi,gateway_error,0.625,1
1836820,0,12,0,355,0,0,6,1,upi,checkout_abandoned,0.875,0
503331,4,12,0,349,2,0,12,5,upi,insufficient_funds,0.5375,1
4590702,1,14,0,321,3,2,0,4,upi,temporary_gateway_issue,0.95,1
727252,3,19,3,68,0,0,5,0,card,unknown,0.0673,0
4753674,1,9,0,28,2,2,6,2,upi,insufficient_funds,0.59,0
2257728,3,2,2,274,1,0,15,1,card,card_expired,0.225,0
966407,3,18,3,282,2,1,14,6,upi,timeout,0.615,0
2732409,4,2,3,360,2,0,19,4,netbanking,gateway_error,0.4817,1
4371081,1,13,3,311,4,2,1,6,upi,unknown,0.19,0
3674513,1,7,0,119,4,1,22,4,upi,insufficient_funds,0.5812,0
4042477,0,3,3,134,1,0,15,1,card,temporary_gateway_issue,0.565,0
3310977,1,19,0,129,1,1,16,1,upi,checkout_abandoned,0.8575,1
3476768,0,10,0,8,2,2,23,0,upi,insufficient_funds,0.625,0
4253518,2,10,3,51,3,0,14,4,upi,card_expired,0.3567,1
1285856,2,10,1,341,1,0,2,4,netbanking,user_abandoned,0.3967,0
2472653,2,1,1,281,2,0,3,3,card,gateway_error,0.3717,1
1144986,5,16,3,175,0,0,11,5,card,gateway_error,0.4817,0
4938956,1,8,1,183,4,1,4,0,wallet,gateway_error,0.5661,0
4723093,5,1,2,192,3,0,16,1,unknown,user_abandoned,0.2433,1
245162,1,14,2,249,2,2,5,6,card,gateway_error,0.4617,0
3542597,0,15,0,235,0,0,9,1,card,temporary_gateway_issue,0.925,1
4629979,5,3,1,83,4,3,21,2,card,temporary_gateway_issue,0.7363,1
943847,5,7,2,93,0,0,17,5,upi,temporary_gateway_issue,0.6392,1
2861328,5,8,3,312,2,0,9,1,unknown,timeout,0.4304,0
4581667,3,4,1,268,1,1,5,4,card,unknown,0.205,0
218032,0,15,2,120,4,3,23,1,upi,temporary_gateway_issue,0.785,1
3502230,2,12,2,71,0,0,5,4,upi,insufficient_funds,0.135,0
1521877,0,6,3,17,1,0,19,4,upi,card_expired,0.565,0
4625761,3,19,0,253,3,0,14,0,upi,insufficient_funds,0.5773,0
4856738,1,16,3,122,2,0,3,1,upi,checkout_abandoned,0.2944,0
4724119,0,2,0,10,2,1,15,0,upi,insufficient_funds,0.625,1
2397360,5,4,2,287,4,2,21,6,upi,temporary_gateway_issue,0.7406,1
4317111,2,18,0,316,0,0,23,6,card,unknown,0.64,0
4230519,2,11,2,326,3,3,7,5,upi,insufficient_funds,0.3312,0
1629547,1,6,2,273,4,2,6,4,upi,gateway_error,0.735,1
4153131,0,8,1,306,4,0,18,6,upi,gateway_error,0.95,1
233187,3,5,0,293,0,0,16,5,netbanking,unknown,0.5437,1
3001535,1,16,0,210,3,0,20,1,upi,card_expired,0.9044,1
1188543,0,15,0,218,0,0,12,5,upi,insufficient_funds,0.625,1
646806,4,2,3,241,2,1,14,5,card,user_abandoned,0.1817,0
430918,2,3,1,200,1,0,1,1,upi,insufficient_funds,0.165,0
3496629,3,9,1,216,2,0,9,0,upi,temporary_gateway_issue,0.8175,1
1732381,5,4,1,205,2,0,12,0,upi,card_expired,0.4606,1
3637595,3,9,3,216,4,4,17,4,card,card_expired,0.2275,0
373513,5,11,0,80,2,1,22,4,card,insufficient_funds,0.4156,0
1610687,3,9,0,267,3,2,10,1,card,gateway_error,0.8375,1
2720481,2,12,0,35,2,1,12,1,upi,gateway_error,0.95,1
3964079,5,10,1,289,3,2,18,3,netbanking,card_expired,0.5883,1
1627824,0,15,1,18,0,0,23,3,upi,user_abandoned,0.755,0
3148162,5,7,2,165,4,0,23,2,upi,timeout,0.6392,0
4435589,1,7,3,13,3,3,21,6,upi,user_abandoned,0.6212,1
3098522,0,7,3,202,2,0,4,4,card,card_expired,0.115,0
1203149,1,12,1,229,4,3,2,5,upi,user_abandoned,0.5281,0
170783,3,1,2,346,4,4,18,6,card,gateway_error,0.5725,0
4356989,0,11,0,1,3,0,22,2,netbanking,temporary_gateway_issue,0.925,1
155283,3,9,1,319,3,0,12,6,upi,insufficient_funds,0.4175,0
4379773,4,11,3,217,1,0,4,2,upi,temporary_gateway_issue,0.3717,0
2668238,3,10,3,34,1,0,11,0,upi,card_expired,0.3342,0
4698385,3,14,3,359,4,0,13,5,upi,checkout_abandoned,0.4532,1
4003977,1,15,0,266,1,1,5,0,upi,insufficient_funds,0.4031,0
4989773,5,16,3,128,2,1,21,3,wallet,checkout_abandoned,0.4817,0
1786023,4,1,0,212,0,0,8,2,upi,insufficient_funds,0.345,0
3847582,3,17,0,263,4,1,16,6,netbanking,insufficient_funds,0.4725,0
2039558,3,11,0,312,0,0,7,3,upi,timeout,0.95,1
2425384,4,18,1,80,1,0,12,5,netbanking,temporary_gateway_issue,0.7414,1
3156152,4,17,0,165,3,3,4,5,netbanking,temporary_gateway_issue,0.6583,1
4374701,0,16,2,252,4,4,21,4,card,insufficient_funds,0.435,1
4921213,1,5,3,12,1,0,21,1,wallet,checkout_abandoned,0.5067,0
3852953,4,14,1,304,2,1,16,0,upi,timeout,0.8272,0
2117945,4,2,3,212,4,2,2,4,upi,temporary_gateway_issue,0.2317,1
2135717,2,5,0,282,4,4,5,6,card,gateway_error,0.625,0
3701032,5,2,1,112,3,2,13,4,card,unknown,0.305,0
1231946,4,0,2,211,4,2,14,6,netbanking,insufficient_funds,0.05,0
596846,1,12,0,239,3,3,13,0,upi,checkout_abandoned,0.8481,1
1805379,5,13,3,268,1,0,10,0,upi,insufficient_funds,0.1678,0
1471833,5,12,2,298,2,0,10,5,upi,timeout,0.6821,1
1516725,3,3,0,317,2,2,8,5,netbanking,card_expired,0.5,1
1206358,3,6,2,58,4,0,5,2,wallet,temporary_gateway_issue,0.3683,0
258361,3,9,0,34,4,1,14,3,card,timeout,0.8375,1
138475,3,6,1,263,1,1,11,5,card,insufficient_funds,0.2883,0
4939225,2,14,0,35,3,2,5,4,card,timeout,0.6812,1
2167477,4,14,1,271,2,2,0,2,card,user_abandoned,0.5772,0
1952416,3,3,0,227,3,3,15,6,upi,gateway_error,0.85,1
3414254,0,5,0,25,1,0,19,2,card,timeout,0.95,1
1130356,3,19,3,234,2,2,14,4,upi,gateway_error,0.6173,1
4752307,4,4,2,59,2,0,1,5,card,gateway_error,0.31,0
3942407,3,19,2,251,0,0,16,6,upi,timeout,0.7373,1
492584,2,11,2,335,1,1,2,4,netbanking,gateway_error,0.4312,0
2117024,1,0,0,86,1,0,2,1,netbanking,insufficient_funds,0.05,0
4401635,1,7,0,251,0,0,4,5,card,gateway_error,0.6812,1
4726423,4,0,0,180,3,1,16,3,card,temporary_gateway_issue,0.575,1
2363637,1,4,1,207,0,0,22,6,card,gateway_error,0.735,0
3086386,1,5,1,344,1,1,16,4,card,gateway_error,0.7467,0
876818,0,2,3,149,3,1,19,5,upi,user_abandoned,0.665,0
4956284,4,14,0,71,2,2,5,0,netbanking,timeout,0.6472,1
1196774,4,4,2,121,0,0,0,1,upi,checkout_abandoned,0.46,0
4716522,1,13,2,253,3,3,6,6,card,gateway_error,0.66,1
3265750,1,17,3,93,3,2,14,6,card,card_expired,0.2956,0
3058297,1,15,2,256,3,1,6,3,card,timeout,0.6631,1
2587808,5,5,3,254,0,0,18,5,netbanking,temporary_gateway_issue,0.54,0
1191815,2,13,0,352,2,1,19,0,card,card_expired,0.7783,0
923813,3,7,2,288,3,0,21,5,netbanking,card_expired,0.48,1
1141406,2,6,0,309,0,0,10,0,upi,insufficient_funds,0.5375,1
972869,4,7,1,59,1,1,22,3,wallet,timeout,0.6777,1
3908943,0,12,2,69,0,0,13,1,netbanking,insufficient_funds,0.285,1
1783120,3,5,1,86,0,0,12,6,upi,temporary_gateway_issue,0.7737,1
336321,0,17,2,274,0,0,19,0,netbanking,insufficient_funds,0.435,0
4847058,5,1,0,227,3,3,8,2,card,user_abandoned,0.4833,1
4424740,4,7,3,81,0,0,8,3,unknown,temporary_gateway_issue,0.4377,0
4642373,5,10,0,114,1,0,15,3,card,insufficient_funds,0.4083,0
4974793,4,0,0,184,3,1,11,4,upi,timeout,0.675,1
910781,0,5,0,280,1,1,9,1,upi,card_expired,0.775,1
2011397,0,15,2,322,4,3,5,2,card,card_expired,0.235,1
3803280,0,19,3,318,0,0,17,2,netbanking,gateway_error,0.565,0
3495302,4,11,1,54,3,2,1,4,card,timeout,0.5117,1
811784,1,10,0,197,3,1,19,0,upi,insufficient_funds,0.7432,1
4088373,0,9,2,293,0,0,8,0,card,insufficient_funds,0.285,1
1160980,5,2,1,293,2,0,18,2,card,insufficient_funds,0.305,0
1157897,3,12,0,291,2,0,5,1,upi,card_expired,0.505,0
2708023,4,2,1,180,1,0,1,0,upi,user_abandoned,0.3217,0
2985052,5,14,0,222,0,0,14,3,upi,timeout,0.9329,1
2921426,2,15,1,274,0,0,16,5,upi,insufficient_funds,0.4638,1
502859,2,12,1,244,4,3,15,4,upi,temporary_gateway_issue,0.855,1
4393431,3,16,3,154,2,0,20,1,upi,gateway_error,0.7597,1
1364720,1,2,3,304,2,0,7,0,netbanking,unknown,0.1983,0
691098,0,19,0,273,0,0,9,5,upi,insufficient_funds,0.625,1
4449302,4,10,2,135,1,1,9,2,upi,insufficient_funds,0.285,1
4780474,5,18,3,313,0,0,17,4,upi,card_expired,0.3389,0
4317531,0,10,1,8,1,1,9,0,upi,gateway_error,0.905,1
4057104,5,15,3,128,2,0,8,2,card,user_abandoned,0.3275,0
3293447,4,2,3,56,4,3,23,0,upi,card_expired,0.1817,1
2776743,2,5,0,126,3,3,18,4,card,card_expired,0.725,0
480584,0,13,3,159,2,1,0,3,card,gateway_error,0.565,0
2071843,3,17,3,59,1,1,3,6,upi,insufficient_funds,0.05,0
1894808,1,16,1,58,0,0,23,3,card,gateway_error,0.7844,1
1335781,3,3,3,140,2,0,2,6,card,insufficient_funds,0.05,0
3630929,1,14,1,176,4,4,9,5,upi,card_expired,0.6317,0
2504584,5,10,3,108,1,0,11,2,card,gateway_error,0.4483,1
451178,0,2,3,211,0,0,17,6,netbanking,timeout,0.565,1
1139906,0,2,2,74,3,0,22,3,card,insufficient_funds,0.285,1
3432130,1,15,3,167,1,1,19,4,upi,user_abandoned,0.6431,1
426847,2,4,1,357,0,0,5,2,wallet,insufficient_funds,0.0883,0
4263474,4,9,1,304,3,1,20,0,upi,temporary_gateway_issue,0.9473,1
2500975,3,18,0,233,0,0,1,6,upi,temporary_gateway_issue,0.775,1
2428903,5,3,0,327,3,2,9,6,upi,user_abandoned,0.6562,0
2982418,3,18,2,182,3,2,1,1,card,insufficient_funds,0.05,0
4132170,3,10,1,122,3,2,8,6,netbanking,insufficient_funds,0.3242,1
1771655,5,1,1,334,0,0,9,6,upi,gateway_error,0.6133,0
3406179,5,9,1,203,3,2,1,0,upi,temporary_gateway_issue,0.58,1
